cardDescEx_38,造成{0}点伤害，\n本回合每使用1张行动牌\n此牌伤害+1,"Deal {0} damage. Each time you use an action card this turn, its damage increases by 1."
cardName_39,恐惧之咬,Bite of Fear
cardDesc_39,造成2点伤害\n敌方获得<color=#e6c14f>弱化</color>1回合,Deal 2 damage. The enemy suffers <color=#e6c14f>Weakness</color> for 1 turn.
cardName_40,撕咬,Chomp
cardDesc_40,造成2点伤害\n本回合每使用1个爪击\n额外增加2点伤害,Deal 2 damage. You deal 2 additional damage for each Claw Swip you use this turn.
cardName_41,尖刺盾牌,Spiny Shield
cardDesc_41,造成5点伤害\n直到下个回合，自己受\n到伤害减少1点,Deal 5 damage. The damage you take decreases by 1 until next turn.
cardName_42,碎盾,Shield Crusher
cardDesc_42,对敌方造成2点伤害\n并且失去50％护甲,Deal 2 damage to the enemy and lose 50% Armor.
cardName_43,烧伤,Burn
cardDesc_43,敌方获得<color=#e6c14f>烧伤</color>*2,Enemy suffers <color=#e6c14f>Burn</color> ×2.
cardName_44,混乱攻击,Chaos Strike
cardDesc_44,随机造成2或4或6点\n伤害,"Deal 2, 4 or 6 damage at random."
cardName_45,混乱攻击,Chaos Strike
cardDesc_45,随机造成4或6或8点\n伤害,"Deal 4, 6 or 8 damage at random."
cardLevelUpDesc_45,随机造成<color=#8adf6a>4</color>或<color=#8adf6a>6</color>或<color=#8adf6a>8</color>点\n伤害,"Deal <color=#8adf6a>4</color>, <color=#8adf6a>6</color> or <color=#8adf6a>8</color> damage at random."
cardName_46,爪击,Claw Swipe
cardDesc_46,造成2点伤害,Deal 2 damage.
cardName_47,爪击,Claw Swipe
cardDesc_47,造成4点伤害,Deal 4 damage.
cardLevelUpDesc_47,造成<color=#8adf6a>4</color>点伤害,Deal <color=#8adf6a>4</color> damage
cardName_48,爪击,Claw Swipe
cardDesc_48,造成6点伤害,Deal 6 damage
cardLevelUpDesc_48,造成<color=#8adf6a>6</color>点伤害,Deal <color=#8adf6a>6</color> damage
cardName_49,烧伤,Burn
cardDesc_49,敌方获得<color=#e6c14f>烧伤</color>*3,Enemy suffers <color=#e6c14f>Burn</color> ×3.
cardName_50,恐惧之咬,Bite of Fear
cardDesc_50,造成6点伤害\n敌方获得<color=#e6c14f>弱化</color>1回合,Deal 6 damage. The enemy suffers <color=#e6c14f>Weakness</color> for 1 turn.
cardName_51,千变万化,Shapeshifter
cardDesc_51,抽2张牌,Draw 2 cards.
cardName_52,普通攻击,Basic Attack
cardDesc_52,造成1点伤害,Deal 1 damage.
cardName_53,普通攻击,Basic Attack
cardDesc_53,造成3点伤害,Deal 3 damage.
cardLevelUpDesc_53,造成<color=#8adf6a>3</color>点伤害,Deal <color=#8adf6a>3</color> damage
cardName_54,普通攻击,Basic Attack
cardDesc_54,造成5点伤害,Deal 5 damage.
cardLevelUpDesc_54,造成<color=#8adf6a>5</color>点伤害,Deal <color=#8adf6a>5</color> damage
cardName_56,普通攻击,Basic Attack
cardDesc_56,造成1点伤害,Deal 1 damage.
cardName_57,普通攻击,Basic Attack
cardDesc_57,造成3点伤害,Deal 3 damage.
cardLevelUpDesc_57,造成<color=#8adf6a>3</color>点伤害,Deal <color=#8adf6a>3</color> damage
cardName_58,普通攻击,Basic Attack
cardDesc_58,造成5点伤害,Deal 5 damage.
cardLevelUpDesc_58,造成<color=#8adf6a>5</color>点伤害,Deal <color=#8adf6a>5</color> damage
cardName_60,普通攻击,Basic Attack
cardDesc_60,造成1点伤害,Deal 1 damage.
cardName_61,普通攻击,Basic Attack
cardDesc_61,造成3点伤害,Deal 3 damage.
cardLevelUpDesc_61,造成<color=#8adf6a>3</color>点伤害,Deal <color=#8adf6a>3</color> damage
cardName_62,普通攻击,Basic Attack
cardDesc_62,造成5点伤害,Deal 5 damage.
cardLevelUpDesc_62,造成<color=#8adf6a>5</color>点伤害,Deal <color=#8adf6a>5</color> damage
cardName_64,普通攻击,Basic Attack
cardDesc_64,造成1点伤害,Deal 1 damage.
cardName_65,普通攻击,Basic Attack
cardDesc_65,造成3点伤害,Deal 3 damage.
cardLevelUpDesc_65,造成<color=#8adf6a>3</color>点伤害,Deal <color=#8adf6a>3</color> damage
cardName_66,普通攻击,Basic Attack
cardDesc_66,造成5点伤害,Deal 5 damage.
cardLevelUpDesc_66,造成<color=#8adf6a>5</color>点伤害,Deal <color=#8adf6a>5</color> damage
cardName_67,普通攻击,Attack
cardDesc_67,造成1点伤害,Deal 1 damage.
cardName_68,普通攻击,Attack
cardDesc_68,造成3点伤害,Deal 3 damage.
cardLevelUpDesc_68,造成<color=#8adf6a>3</color>点伤害,Deal <color=#8adf6a>3</color> damage.
cardName_69,普通攻击,Attack
cardDesc_69,造成5点伤害,Deal 5 damage.
cardLevelUpDesc_69,造成<color=#8adf6a>5</color>点伤害,Deal <color=#8adf6a>5</color> damage
cardName_70,普通攻击,Attack
cardDesc_70,造成1点伤害,Deal 1 damage.
cardName_71,普通攻击,Attack
cardDesc_71,造成3点伤害,Deal 3 damage.
cardLevelUpDesc_71,造成<color=#8adf6a>3</color>点伤害,Deal <color=#8adf6a>3</color> damage
cardName_72,普通攻击,Attack
cardDesc_72,造成5点伤害,Deal 5 damage
cardLevelUpDesc_72,造成<color=#8adf6a>5</color>点伤害,Deal <color=#8adf6a>5</color> damage
cardName_73,普通攻击,Attack
cardDesc_73,造成1点伤害,Deal 1 damage.
cardName_74,普通攻击,Attack
cardDesc_74,造成3点伤害,Deal 3 damage.
cardLevelUpDesc_74,造成<color=#8adf6a>3</color>点伤害,Deal <color=#8adf6a>3</color> damage
cardName_75,普通攻击,Attack
cardDesc_75,造成5点伤害,Deal 5 damage
cardLevelUpDesc_75,造成<color=#8adf6a>5</color>点伤害,Deal <color=#8adf6a>5</color> damage
cardName_81,生命祈祷,Life Prayer
cardDesc_81,根据祈祷回合数\n恢复生命：\n3/6/9/12/15,Restores 3/6/9/12/15 health depending on how many turns the prayer lasts.
cardDescEx_81,{0}回合后，恢复{1}点生命,Restores {1} health after {0} turns.
cardName_82,速度祈祷,Speed Prayer
cardDesc_82,根据祈祷回合数\n抽等量牌：\n1/2/3/4/5,Draws 1/2/3/4/5 cards depending on how many turns the prayer lasts.
cardDescEx_82,{0}回合后，抽取{1}张卡,Draws {1} cards after {0} turns.
cardName_83,攻击祈祷,Attack Prayer
cardDesc_83,根据祈祷回合数\n造成伤害：\n4/7/10/13/16,Deal 4/7/10/13/16 damage depending on how many turns the prayer lasts.
cardDescEx_83,{0}回合后，造成{1}点伤害,Deal {1} damage after {0} turns.
cardName_84,愤怒祈祷,Rage Prayer
cardDesc_84,根据祈祷回合数\n造成火属性伤害：\n5/10/15/20/25,Deal 5/10/15/20/25 fire damage depending on how many turns the prayer lasts
cardDescEx_84,{0}回合后，造成{1}点火属性伤害,Deal {1} fire damage after {0} turns.
cardName_85,厄运缠身,Misfortune
cardDesc_85,5回合后\n造成30点伤害,Deal 30 damage after 5 turns.
cardDescEx_85,{0}回合后，造成{1}点伤害,Deal {1} damage after {0} turns.
cardName_86,厄运缠身,Misfortune
cardDesc_86,5回合后\n造成40点伤害,Deal 40 damage after 5 turns.
cardDescEx_86,{0}回合后，造成{1}点伤害,Deal {1} damage after {0} turns.
cardName_100,咒术反制,Spell Blocker
cardDesc_100,敌方使用咒术牌时：\n将其无效,Triggers when the enemy casts a spell card: The card is ineffective. You draw 1 card.
cardDescEx_100,{0}回合后，造成{1}点伤害,Deal {1} damage after {0} turns.
cardName_101,退缩,Turn Back
cardDesc_101,敌方使用伤害牌时：\n将其无效，抽1张牌,"Triggers when the enemy uses a damaging card. Renders the card ineffective, and you draw 1 card."
cardName_102,迷失方向,Directionless
cardDesc_102,当敌方使用行动牌时：\n将其无效并获得其效果,Triggers when the enemy uses an action card. You use this card instead.
cardName_103,疲惫,Fatigue
cardDesc_103,敌方有3张手牌时：\n将使用的牌无效\n并回合结束,Triggers when the enemy has 3 cards left in their hand. The card they use is ineffective and their turn ends.
cardName_104,乌烟瘴气,Miasma
cardDesc_104,敌方使用第4张牌时：\n将其无效，并回合结束\n<color=#e6c14f>移除</color>,<color=#e6c14f>Exiled</color>.Triggers when the enemy uses 4th card. Disable that card and end enemy's turn. 
cardName_106,还击,Counterattack
cardDesc_106,敌方使用攻击牌时：\n将其无效，对敌方造成2\n伤害，抽1张牌,"Triggers when the enemy uses an attack card. Disable that card, deal 2 damage.Draw 1 card."
cardName_107,哀嚎,Wail
cardDesc_107,敌方使用法力牌时：\n将其无效，抽1张牌,"Triggers when the enemy uses an mana card. The card is rendered ineffective, and you draw 1 card."
cardName_108,吞没,Swallow
cardDesc_108,敌方使用牌时：\n该牌无效并移出战斗\n恢复3点生命,"Triggers when the enemy draws a card: The card is rendered ineffective, and you restore 3 health."
cardName_109,共鸣,Resonance
cardDesc_109,敌方使用攻击/行动/\n咒术牌时：\n将其无效并获得其效果,"Triggers when the enemy plays an attack, action, or spell card. You use this card instead. Draw 1 card."
cardName_200,法力,Mana
cardDesc_200,获得2点法力,Gain 2 mana.
cardName_201,法力,Mana
cardDesc_201,获得4点法力,Gain 4 mana.
cardLevelUpDesc_201,获得<color=#8adf6a>4</color>点法力,Gain <color=#8adf6a>4</color> mana
cardName_202,法力,Mana
cardDesc_202,获得6点法力,Gain 6 mana.
cardLevelUpDesc_202,获得<color=#8adf6a>6</color>点法力,Gain <color=#8adf6a>6</color> mana
cardName_203,先祖智慧,Ancestral Wisdom
cardDesc_203,获得8点法力,Gain 8 mana.
cardName_204,法力源泉,Mana Spring
cardDesc_204,这回合法力消耗减少5点,Mana cost decreases by 5 for this turn.
cardName_205,治疗药膏,Healing Ointment
cardDesc_205,获得2点法力\n恢复4点生命,Gain 2 mana and 4 health.
cardName_206,清晰术,Cleansing
cardDesc_206,这回合法力消耗\n减少3点,Mana cost decreases by 3 for this turn.
cardName_207,虔诚,Piety
cardDesc_207,获得3点法力\n当前祷告牌计时\n加快1回合,Gain 3 mana. Current prayer card counter is sped up for 1 turn.
cardName_208,法力之潮,Mana Tide
cardDesc_208,获得10点法力,Gain 10 mana
cardName_209,法力膨胀,Mana Expansion
cardDesc_209,获得5点法力\n且本回合下1张咒术牌\n额外增加1次效果,Gain 5 mana. The next spell card you play this turn has double effects.
cardName_210,饱食,Master of Magic
cardDesc_210,使当前法力翻倍\n（至多增加20点）,Doubles your current mana (up to 20 extra points).
cardName_211,法术预言,Arcane Prophecy
cardDesc_211,获得3点法力\n在你的牌组中抽取1张\n法力牌,Gain 3 mana. Draw 1 mana card from your deck.
cardName_212,法师警戒,Mage on Alert
cardDesc_212,获得3点法力\n受到的物理伤害-3\n持续1回合,Gain 3 mana.\nPhysical damage taken-3. Lasts 1 turn.
cardName_213,智慧,Wisdom
cardDesc_213,获得3点法力\n抽1张牌,Gain 3 mana. Draw 1 card.
cardName_214,法力穿刺,Piercing Spell
cardDesc_214,获得5点法力\n造成5点穿刺伤害,Gain 5 mana.Deal 5 piercing damage.
cardName_215,法力结界,Magic Boundary
cardDesc_215,获得5点法力\n直到下个回合，防止\n敌方下1张牌的\n任何效果,Gain 5 mana. Blocks any effects from the next card your enemy plays until the next turn.
cardName_216,法力烈焰,Magic Flames
cardDesc_216,获得3点法力\n造成3点火属性伤害\n造成火属性伤害+1,Gain 3 mana. Deal 3 fire damage. Fire damage +1.
cardName_217,法力冰霜,Magic Frost
cardDesc_217,获得3点法力\n造成3点水属性伤害\n敌方获得<color=#e6c14f>寒冷</color>*2,Gain 3 mana. Deal 3 water damage. Enemy suffers <color=#e6c14f>Chilled</color> ×2.
cardName_218,灵感,Inspiration
cardDesc_218,获得5点法力\n然后在你的牌组中抽取\n1张咒术牌,Gain 5 mana and then draw 1 spell card from your deck.
cardName_219,法力沉淀,Mana Leech
cardDesc_219,下次造成伤害时\n每2伤害恢复1点法力,"The next time you deal damage, you restore 1 mana for each 2 points of damage you deal."
cardName_300,荆棘甲,Spiny Armor
cardDesc_300,在敌方回合，你所受到\n物理攻击伤害的30％\n反弹给敌方,Reflects 30% of damage you take during the enemy's turn back at the enemy.
cardName_301,支援号角,Rallying Trumpet
cardDesc_301,抽1张牌，行动力+1\n你的回合开始时\n对敌方造成1点伤害,"Draw 1 card. Gain 1 Action. At start of your turn, deal 1 damage to the enemy."
cardName_302,月光法典,Moonlight Code
cardDesc_302,你的回合开始时\n获得2点法力,Gain 2 mana at start of turn.
cardName_303,灵巧护符,Dexterity Talisman
cardDesc_303,有20％的概率闪避伤害,20% chance of dodging damage.
cardName_305,恶魔刀刃,Demon Blades
cardDesc_305,你的回合开始时\n对敌方造成等同于你\n当前等级的伤害,"At start of your turn, deal damage equals to your current level."
cardName_306,短剑,Dirk
cardDesc_306,每使用2张攻击牌\n对敌方造成1点伤害,"Each time you use 2 attack cards, deal 1 damage."
cardName_307,剧毒匕首,Poison Dagger
cardDesc_307,每使用2张攻击牌\n敌方获得<color=#e6c14f>中毒</color>*1,"For every 2 attack cards you use, enemy suffers <color=#e6c14f>Poisoned</color> ×1."
cardName_308,灵魂熔炉,Soul Furnace
cardDesc_308,当你用可升级的牌击败\n敌方时，那张牌等级+1,"When you use an upgradable card to defeat your enemy, that card's level will increase by 1."
cardName_309,生命护符,Life Talisman
cardDesc_309,在你的回合免受伤害,You are immune from damage during your turn.
cardName_310,魔力法杖,Magic Staff
cardDesc_310,当你获得法力时\n每获得2点法力\n造成1点伤害,"For each 2 mana you gain, deal 1 damage."
cardName_311,圆盾,Round Shield
cardDesc_311,你的回合开始时\n获得<color=#e6c14f>护甲</color>*2,"At start of your turn, gain <color=#e6c14f>Armor</color> ×2"
cardName_312,长弓,Longbow
cardDesc_312,每使用1张行动牌\n对敌方造成1点伤害,"Each time you use an action card, deal 1 damage."
cardName_313,雷刃,Lightning Blade
cardDesc_313,每使用1张攻击牌\n造成1点雷属性伤害,"Each time you use an attack card, the enemy takes 1 lightning damage."
cardName_314,死者苏生,Revive
cardDesc_314,当自己死亡时\n将这张牌永久移出游戏\n并恢复全部生命,"When you die, this card is permanently removed and you restore full health."
cardName_315,雷刃,Lightning Blade
cardDesc_315,每使用1张攻击牌\n造成1点雷属性伤害,"Each time you use an attack card, the enemy takes 1 lightning damage."
cardName_316,女巫之书,Witch's Tome
cardDesc_316,你的回合开始时\n从牌组中抽取1张咒术牌,"At start of your turn, draw 1 spell card from your deck."
cardName_317,速度之靴,Speedy Shoes
cardDesc_317,你的回合开始时\n抽1张牌，行动力+1,"At start of your turn, draw 1 card. Action +1."
cardName_318,吸血鬼剑,Vampire Sword
cardDesc_318,每累计造成4点伤害\n获得1点生命值,Restore 1 health for each 4 damage you deal.
cardName_319,炙热斗篷,Blazing Cloak
cardDesc_319,每当敌方使用攻击牌\n受到2点火属性伤害,"Each time the enemy uses an attack card, they take 2 fire damage."
cardName_320,圆盾,Round Shield
cardDesc_320,你的回合开始时\n获得<color=#e6c14f>护甲</color>*3,"At start of your turn, gain <color=#e6c14f>Armor</color> ×3"
cardLevelUpDesc_320,你的回合开始时\n获得<color=#e6c14f>护甲</color>*<color=#8adf6a>3</color>,"At start of your turn, gain <color=#e6c14f>Armor</color> ×<color=#8adf6a>3</color>"
cardName_321,法力翡翠,Magic Emerald
cardDesc_321,当你使用咒术牌时\n抽1张牌\n（每回合至多抽3张）,"When you use a spell card, draw 1 card (up to 3 cards each turn)."
cardName_322,隐藏服,Camo Outfit
cardDesc_322,10％的概率闪避伤害\n这个效果闪避成功时\n抽1张牌,"10% chance of dodging damage. When you trigger this effect, draw 1 card."
cardName_323,幽灵之刃,Wraith Blade
cardDesc_323,每额外抽1次牌\n对敌方造成1点伤害,"Each time you draw an extra card, the enemy takes 1 physical damage."
cardName_324,致命匕首,Deadly Dagger
cardDesc_324,你回合结束时\n消耗所有行动力\n造成2倍伤害,"At end of your turn, deal physical damage equal to remaining Action ×2 to the enemy, and then lose all your Action."
cardName_325,天使手镜,Angel Mirror
cardDesc_325,你的回合开始时\n从牌组中随机复制1张\n（非装备）牌至手牌,"At start of your turn, copy 1 random card (non-equipment) from your deck to your hand."
cardName_326,勇气旗帜,Banner of Courage
cardDesc_326,你的回合开始时\n如果有一方生命值<\n50％，则自己抽1张牌,"At start of your turn, draw 1 card if one side has less than 50% health."
cardName_327,狂战斧,Crazy Axe
cardDesc_327,每当你使用1张普通攻击\n将1张<color=#e6c14f>临时</color>复制加入手牌,"Each time you use a Basic Attack card,add a <color=#e6c14f>temporary</color> copy to your hand."
cardName_328,燃烧果实,Burning Fruit
cardDesc_328,你的回合开始时\n获得1张<color=#e6c14f>临时</color>的火焰攻击,"At start of your turn, add a <color=#e6c14f>temporary</color> fire attack card to your hand."
cardName_329,噬魂刀,Soul Stealer
cardDesc_329,使用攻击牌时\n敌方会获得<color=#e6c14f>易伤</color>*1,"When you use an attack card, the enemy suffers <color=#e6c14f>Frailty</color> ×1."
cardName_330,法力图腾,Magic Totem
cardDesc_330,你的回合开始时\n法力图腾获得1标记\n每个标记获得\n1点法力,"At start of your turn, the Magic Totem gets 1 mark. Each mark grants 1 mana."
cardName_331,冲击图腾,Blitz Totem
cardDesc_331,你的回合开始时\n造成2点雷属性伤害,Deal 2 lightning damage each turn.
cardName_332,加速图腾,Turbo Totem
cardDesc_332,你的回合开始时\n加速图腾获得1标记\n每个标记额外抽1张牌，\n获得1点行动力,"At start of your turn, the Turbo Totem gets 1 mark. Draw 1 extra card for each mark. Gain 1 Action."
cardName_333,短剑(Level 1),Dirk (Level 1)
cardDesc_333,你的回合开始时\n造成1点伤害,"At start of your turn, deal 1 damage."
cardName_334,短剑(Level 2),Dirk (Level 2)
cardDesc_334,你的回合开始时\n造成2点伤害,"At start of your turn, deal 2 damage."
cardName_335,短剑(Level 3),Dirk (Level 3)
cardDesc_335,你的回合开始时\n造成3点伤害,"At start of your turn, deal 3 damage."
cardName_336,短剑(Level 4),Dirk (Level 4)
cardDesc_336,你的回合开始时\n造成4点伤害,"At start of your turn, deal 4 damage."
cardName_337,隐形斗篷,Invisibility Cloak
cardDesc_337,敌方每回合使用的\n第1张牌无效\n（无法叠加）,The first card the enemy uses each turn will be rendered invalid.
cardName_338,恶魔头骨,Demon Skull
